schedule_id,date_created,end_time,other_details,start_time,person_id
399,9/25/2008,3:19 AM,Macropus eugenii,9:23 PM,127
400,10/29/2003,3:17 AM,Sagittarius serpentarius,3:54 PM,69
401,6/3/2005,8:30 AM,Columba livia,1:48 AM,88
402,10/14/2012,11:11 PM,Agkistrodon piscivorus,7:17 AM,18
403,2/9/2010,9:27 AM,Eolophus roseicapillus,11:30 PM,69
404,4/4/2010,3:48 AM,Eubalaena australis,10:51 PM,160
405,3/21/2016,5:35 PM,Trichoglossus haematodus moluccanus,3:42 PM,293
406,9/13/2019,11:38 AM,Agelaius phoeniceus,2:58 AM,125
407,9/8/2011,5:43 AM,Hippopotamus amphibius,12:01 PM,176
408,5/31/2019,10:55 PM,Procyon cancrivorus,1:57 PM,157
409,10/30/2007,5:36 PM,Cebus nigrivittatus,11:05 PM,256
410,12/5/2009,10:54 AM,Connochaetus taurinus,11:57 AM,122
411,2/12/2021,4:16 AM,Spilogale gracilis,12:20 PM,43
412,11/6/2007,3:14 AM,Buteo galapagoensis,2:51 AM,277
413,6/8/2010,5:29 AM,Dacelo novaeguineae,11:29 PM,99
414,2/26/2012,12:47 PM,Dasyprocta leporina,5:17 AM,146
415,1/14/2020,11:08 AM,Colobus guerza,4:37 AM,99
416,8/14/2015,5:35 AM,Laniarius ferrugineus,3:37 PM,131
417,11/12/2008,2:12 AM,Tragelaphus angasi,6:57 PM,23
418,12/25/2017,3:45 AM,Choloepus hoffmani,3:24 AM,258
419,5/1/2018,12:34 PM,Phascolarctos cinereus,3:46 PM,14
420,10/4/2015,12:20 PM,Eolophus roseicapillus,6:01 AM,40
421,12/31/2015,11:29 AM,Varanus salvator,7:14 PM,239
422,9/6/2011,6:01 AM,Salvadora hexalepis,12:26 PM,80
423,7/16/2005,2:01 PM,Anthropoides paradisea,7:09 AM,270
424,3/20/2018,10:46 AM,Buteo regalis,1:12 AM,170
425,10/7/2020,8:41 PM,Ramphastos tucanus,10:47 AM,10
426,5/18/2020,4:22 AM,Herpestes javanicus,1:47 PM,93
427,12/8/2010,4:44 AM,Vulpes cinereoargenteus,5:23 AM,14
428,12/30/2019,8:37 PM,Suricata suricatta,4:59 PM,57
429,7/16/2005,4:05 AM,Paradoxurus hermaphroditus,12:12 PM,99
430,11/29/2019,3:02 AM,Madoqua kirkii,9:56 PM,214
431,6/22/2009,5:24 AM,Rhabdomys pumilio,5:54 PM,20
432,11/23/2012,12:35 PM,Uraeginthus granatina,2:54 PM,203
433,5/5/2012,7:35 AM,Taxidea taxus,7:23 AM,6
434,8/4/2019,4:45 AM,Felis caracal,7:48 PM,64
435,2/21/2016,10:48 PM,Chauna torquata,1:18 PM,104
436,11/15/2006,5:40 AM,Fulica cristata,2:22 AM,16
437,1/25/2014,7:18 PM,Cervus duvauceli,2:20 AM,141
438,4/12/2019,6:31 PM,Vulpes vulpes,5:42 PM,277
439,1/16/2008,10:07 PM,Sitta canadensis,12:56 PM,258
440,8/17/2012,2:33 PM,Larus dominicanus,6:31 PM,166
441,7/22/2015,10:12 AM,Bubulcus ibis,11:51 PM,194
442,1/28/2017,5:17 AM,Canis aureus,8:59 PM,184
443,4/19/2016,9:58 AM,Equus burchelli,4:30 AM,295
444,8/6/2003,1:36 PM,Cynictis penicillata,5:51 AM,234
445,9/15/2019,8:19 PM,Laniarius ferrugineus,3:13 PM,193
446,8/3/2012,1:27 AM,Boa constrictor mexicana,7:54 PM,219
447,5/6/2020,5:11 AM,Upupa epops,4:38 PM,280
448,6/30/2006,4:46 AM,Odocoilenaus virginianus,1:44 PM,119
449,5/23/2003,4:41 PM,Pytilia melba,10:07 AM,199
450,9/16/2020,9:42 PM,Anathana ellioti,2:04 AM,203
451,10/12/2007,11:20 PM,Acrantophis madagascariensis,10:39 AM,134
452,2/12/2018,11:19 AM,Cynomys ludovicianus,7:15 PM,6
453,12/4/2004,4:52 AM,Perameles nasuta,3:20 AM,100
454,5/24/2011,4:21 AM,Chelodina longicollis,7:37 AM,175
455,11/27/2004,3:50 AM,Vulpes vulpes,12:39 PM,29
456,9/4/2004,6:01 AM,Ephipplorhynchus senegalensis,1:04 PM,255
457,1/1/2006,11:25 AM,Sylvilagus floridanus,1:52 PM,113
458,6/13/2011,9:17 AM,Ara chloroptera,9:34 AM,161
459,4/15/2002,4:06 AM,Chamaelo sp.,10:16 AM,223
460,10/14/2019,8:43 AM,Dasypus novemcinctus,4:39 PM,159
461,10/21/2012,11:51 PM,Gyps fulvus,2:35 PM,119
462,6/15/2003,4:49 AM,Semnopithecus entellus,2:37 AM,279
463,5/27/2003,2:44 PM,Hippotragus equinus,7:32 PM,175
464,7/18/2002,4:11 AM,Herpestes javanicus,5:37 PM,262
465,1/17/2012,10:24 AM,Streptopelia senegalensis,12:11 AM,176
466,1/11/2014,12:14 AM,Priodontes maximus,8:10 AM,267
467,4/20/2005,4:35 PM,Zalophus californicus,11:46 AM,196
468,12/10/2008,11:59 AM,Alouatta seniculus,6:49 AM,213
469,5/2/2013,5:45 AM,Anathana ellioti,12:54 PM,210
470,2/17/2003,7:46 AM,Bugeranus caruncalatus,6:11 AM,217
471,2/23/2010,1:02 PM,Grus antigone,2:41 PM,265
472,2/3/2003,7:20 AM,Crotaphytus collaris,8:45 AM,204
473,7/2/2019,6:50 PM,Globicephala melas,6:15 PM,234
474,3/3/2017,7:09 AM,Butorides striatus,3:48 AM,149
475,3/9/2016,11:39 AM,Mycteria leucocephala,4:26 AM,235
476,1/2/2021,6:16 AM,Propithecus verreauxi,5:36 PM,105
477,2/8/2011,2:37 AM,Salvadora hexalepis,2:15 AM,291
478,9/26/2012,3:54 PM,Epicrates cenchria maurus,5:13 PM,58
479,8/17/2020,2:13 PM,Aonyx capensis,6:54 PM,187
480,7/31/2014,11:31 AM,Gopherus agassizii,4:27 PM,7
481,2/1/2004,4:29 PM,Epicrates cenchria maurus,2:09 AM,218
482,4/30/2002,8:25 PM,Bradypus tridactylus,12:55 AM,20
483,12/11/2014,6:33 PM,Cathartes aura,10:00 PM,76
484,6/30/2018,8:00 AM,Gorilla gorilla,8:10 AM,133
485,9/7/2006,4:24 PM,Lutra canadensis,5:55 PM,82
486,3/19/2020,11:45 PM,Cervus duvauceli,9:40 PM,242
487,2/2/2011,1:32 AM,Zosterops pallidus,5:24 AM,265
488,2/26/2007,10:18 PM,Spermophilus lateralis,8:04 PM,75
489,11/27/2003,1:25 AM,Macaca nemestrina,1:47 PM,122
490,8/21/2011,1:54 AM,Epicrates cenchria maurus,9:41 AM,193
491,3/15/2021,8:24 AM,Sula nebouxii,4:15 AM,118
492,11/14/2005,5:58 AM,Felis pardalis,1:08 PM,136
493,6/16/2006,11:28 PM,Lasiodora parahybana,7:52 AM,67
494,2/18/2019,2:21 AM,Phalacrocorax carbo,3:02 PM,190
495,3/19/2018,7:53 PM,Ardea cinerea,8:20 PM,19
496,1/16/2011,10:16 AM,Neotoma sp.,7:49 AM,2
497,2/1/2015,11:17 PM,Nyctanassa violacea,10:37 AM,122
498,9/1/2019,11:04 AM,Varanus salvator,10:40 AM,17
499,11/9/2006,11:24 PM,Galago crassicaudataus,2:53 PM,204
500,6/30/2010,1:05 PM,Francolinus swainsonii,10:47 PM,227
501,4/6/2011,7:17 PM,unavailable,4:51 AM,57
502,12/6/2017,3:18 PM,Upupa epops,8:00 PM,66
503,3/7/2014,10:46 AM,Genetta genetta,11:02 PM,298
504,7/1/2014,5:44 AM,Colobus guerza,2:12 AM,155
505,6/7/2015,11:31 AM,Tringa glareola,2:03 AM,74
506,4/20/2008,10:52 PM,Tachyglossus aculeatus,8:35 AM,296
507,6/12/2010,11:26 AM,Fulica cristata,4:58 AM,226
508,5/20/2002,8:43 AM,Felis rufus,2:34 AM,166
509,11/16/2014,12:03 PM,Upupa epops,11:27 PM,161
510,2/28/2012,6:23 PM,Sciurus vulgaris,2:40 PM,107
511,1/12/2008,11:13 AM,Gyps fulvus,8:36 AM,256
512,10/25/2016,10:15 PM,Felis silvestris lybica,10:02 PM,85
513,10/10/2005,3:25 AM,Macropus rufogriseus,5:57 AM,229
514,1/5/2020,1:53 AM,Felis caracal,8:55 AM,228
515,6/21/2008,8:35 AM,Nycticorax nycticorax,6:18 PM,272
516,6/16/2007,3:12 PM,Gorilla gorilla,8:23 PM,7
517,4/23/2011,9:30 PM,Tadorna tadorna,3:16 PM,51
518,5/27/2009,12:08 AM,Papio cynocephalus,4:27 AM,31
519,8/28/2016,10:11 AM,Choloepus hoffmani,9:51 PM,217
520,3/30/2007,12:53 PM,Aonyx cinerea,7:09 PM,251
521,1/24/2020,8:00 AM,Kobus defassa,8:36 PM,150
522,1/11/2020,7:16 PM,Alligator mississippiensis,12:49 PM,78
523,3/12/2012,11:49 PM,Bucephala clangula,6:14 PM,83
524,1/18/2009,10:52 PM,Papio ursinus,4:13 PM,66
525,5/5/2006,5:25 AM,Connochaetus taurinus,7:46 AM,173
526,5/27/2015,9:46 AM,Equus hemionus,6:35 AM,158
527,3/8/2010,2:32 AM,Spermophilus lateralis,3:45 AM,92
528,9/18/2010,4:46 AM,Macaca nemestrina,11:23 PM,145
529,2/23/2009,2:37 PM,Butorides striatus,5:11 PM,180
530,9/26/2016,2:28 PM,Felis yagouaroundi,3:37 AM,84
531,6/18/2004,7:38 AM,Pseudalopex gymnocercus,10:35 PM,256
532,1/23/2003,4:01 PM,Oreamnos americanus,6:33 PM,109
533,11/16/2011,5:06 AM,Ephippiorhynchus mycteria,4:43 PM,105
534,9/6/2012,6:36 PM,Phasianus colchicus,3:28 AM,299
535,7/26/2011,2:14 AM,Butorides striatus,3:15 PM,271
536,11/19/2009,2:08 AM,Melophus lathami,2:48 PM,29
537,11/24/2012,9:04 AM,Spizaetus coronatus,1:14 PM,88
538,9/10/2018,12:22 PM,Phalaropus fulicarius,6:29 AM,298
539,9/2/2009,8:18 AM,Ephipplorhynchus senegalensis,7:36 AM,139
540,4/25/2012,5:32 PM,Mycteria leucocephala,6:18 AM,81
541,5/1/2010,6:38 AM,Gazella granti,8:41 AM,139
542,10/25/2005,8:38 PM,Anhinga rufa,6:44 AM,71
543,3/14/2006,1:58 AM,Gerbillus sp.,6:46 PM,187
544,12/27/2016,5:29 AM,Butorides striatus,6:07 AM,240
545,4/19/2019,8:48 AM,Anthropoides paradisea,2:33 PM,292
546,7/12/2012,7:14 PM,Haliaeetus leucocephalus,2:26 PM,225
547,10/22/2008,12:55 AM,Papio ursinus,4:08 PM,99
548,8/17/2005,8:54 AM,Anas platyrhynchos,8:44 AM,81
549,3/22/2013,2:48 AM,Bettongia penicillata,8:04 PM,205
550,7/14/2010,1:04 AM,Morelia spilotes variegata,9:34 PM,207
551,5/19/2011,7:39 PM,Neophoca cinerea,10:42 AM,83
552,4/23/2011,4:00 PM,Otaria flavescens,12:12 PM,4
553,9/15/2003,7:57 PM,Panthera leo persica,4:50 AM,271
554,12/7/2018,12:58 AM,Neotis denhami,6:43 AM,15
555,3/7/2003,2:03 AM,Paraxerus cepapi,1:10 PM,35
556,1/15/2008,2:58 AM,Picoides pubescens,9:24 PM,94
557,1/21/2019,11:31 AM,Canis mesomelas,10:12 PM,273
558,12/21/2011,8:13 AM,Tringa glareola,7:52 PM,8
559,2/18/2020,11:40 AM,Pandon haliaetus,10:27 AM,248
560,6/23/2015,3:59 PM,Aonyx capensis,8:13 PM,44
561,10/17/2018,3:19 PM,Trichosurus vulpecula,4:11 AM,135
562,6/16/2008,1:39 AM,Mycteria ibis,5:58 AM,256
563,1/3/2016,3:15 PM,Spheniscus mendiculus,1:12 AM,139
564,12/2/2018,10:41 AM,Bos mutus,9:48 PM,290
565,5/8/2006,8:41 AM,Tachybaptus ruficollis,4:38 PM,187
566,8/3/2013,8:21 AM,Gymnorhina tibicen,12:45 AM,127
567,3/14/2021,8:18 AM,Zonotrichia capensis,3:29 PM,61
568,8/1/2005,11:17 AM,Connochaetus taurinus,6:21 AM,292
569,6/19/2005,12:25 PM,Phalacrocorax brasilianus,2:59 PM,152
570,8/1/2013,12:15 AM,Bucorvus leadbeateri,2:40 AM,133
571,11/17/2016,2:14 AM,Vanellus chilensis,4:05 AM,96
572,9/25/2008,12:16 PM,Amblyrhynchus cristatus,5:03 AM,298
573,1/8/2013,11:35 AM,Epicrates cenchria maurus,4:40 AM,140
574,4/26/2018,6:59 PM,Neotis denhami,12:20 PM,2
575,8/14/2004,2:55 AM,Haematopus ater,10:55 PM,91
576,12/7/2012,5:01 PM,Gekko gecko,5:10 AM,92
577,2/6/2003,6:41 PM,Acridotheres tristis,4:53 AM,276
578,11/12/2019,5:59 AM,Sylvicapra grimma,2:47 AM,191
579,8/19/2010,3:26 AM,Macropus eugenii,4:15 PM,178
580,9/20/2015,8:52 PM,unavailable,12:12 AM,288
581,3/27/2006,8:38 AM,Tamiasciurus hudsonicus,1:51 PM,300
582,9/6/2008,10:42 PM,Petaurus breviceps,1:12 PM,48
583,1/9/2005,5:16 AM,Lepus arcticus,7:12 AM,152
584,6/11/2003,6:37 PM,Spizaetus coronatus,5:53 AM,82
585,7/16/2013,4:22 PM,Anathana ellioti,1:06 AM,143
586,6/30/2013,2:05 AM,Alligator mississippiensis,1:52 PM,59
587,11/7/2007,11:27 AM,Paraxerus cepapi,3:01 PM,53
588,10/31/2014,7:12 PM,Halcyon smyrnesis,2:18 AM,91
589,6/18/2009,2:30 AM,Bison bison,10:36 AM,177
590,7/29/2019,1:15 AM,Panthera onca,11:17 AM,142
591,6/8/2013,10:10 PM,Eurocephalus anguitimens,11:06 PM,201
592,12/15/2016,3:39 AM,Ovis orientalis,12:07 AM,184
593,10/30/2018,1:07 PM,Caiman crocodilus,10:24 AM,170
594,5/14/2004,2:57 PM,Bugeranus caruncalatus,11:35 AM,59
595,7/21/2019,9:39 AM,Megaderma spasma,6:59 AM,237
596,1/28/2021,5:51 PM,Cacatua tenuirostris,8:11 PM,140
597,10/12/2005,2:57 PM,Ardea cinerea,3:38 PM,210
598,6/20/2010,1:36 AM,Thalasseus maximus,11:30 PM,195
599,8/2/2010,7:53 AM,Larus novaehollandiae,1:56 PM,75
600,12/9/2018,6:09 AM,Eolophus roseicapillus,4:53 AM,230
601,1/2/2018,12:53 AM,Crocuta crocuta,12:45 AM,208
602,5/12/2004,7:32 PM,Neotis denhami,9:48 PM,282
603,1/11/2013,9:41 AM,Procyon lotor,10:53 AM,213
604,12/26/2002,3:35 PM,Vulpes chama,2:49 PM,61
605,5/11/2003,9:13 AM,Columba palumbus,1:00 AM,199
606,2/17/2011,6:47 PM,Anas bahamensis,12:15 PM,72
607,5/27/2009,5:08 PM,Pytilia melba,10:54 AM,190
608,9/26/2018,11:37 PM,Varanus albigularis,12:04 PM,18
609,5/3/2015,5:54 PM,Lemur catta,1:05 PM,267
610,4/5/2012,10:30 PM,Bettongia penicillata,12:37 PM,150
611,10/30/2007,4:40 PM,Smithopsis crassicaudata,5:07 PM,222
612,9/20/2003,10:46 AM,Sceloporus magister,10:00 PM,107
613,8/10/2014,11:55 PM,Spizaetus coronatus,8:21 AM,150
614,11/13/2017,7:54 PM,Phascogale tapoatafa,8:08 PM,298
615,7/5/2004,1:13 AM,Hippopotamus amphibius,4:20 PM,157
616,6/22/2016,4:04 AM,Laniarius ferrugineus,2:06 PM,229
617,10/22/2010,6:01 PM,Aquila chrysaetos,1:47 AM,280
618,8/17/2004,8:11 AM,Cyrtodactylus louisiadensis,1:44 AM,64
619,11/10/2010,3:26 AM,Lorythaixoides concolor,10:00 PM,106
620,6/13/2017,9:09 AM,Columba palumbus,4:22 AM,124
621,9/28/2012,11:00 PM,Gyps bengalensis,5:28 PM,156
622,2/29/2008,11:20 AM,Corvus albicollis,7:49 PM,78
623,3/1/2013,6:35 PM,Phasianus colchicus,12:05 AM,82
624,6/19/2004,10:48 PM,Podargus strigoides,4:26 AM,30
625,12/19/2019,8:26 AM,Morelia spilotes variegata,8:32 AM,239
626,4/10/2016,4:47 PM,Agama sp.,2:33 PM,255
627,2/11/2010,10:25 PM,Oreotragus oreotragus,3:19 AM,250
628,10/12/2010,4:08 AM,Pelecanus conspicillatus,4:32 PM,288
629,11/18/2005,7:39 PM,Vicugna vicugna,4:42 AM,53
630,6/25/2010,6:55 PM,Buteo regalis,11:05 PM,252
631,1/17/2014,1:32 AM,Spizaetus coronatus,8:17 AM,168
632,3/13/2007,2:30 PM,Chloephaga melanoptera,9:44 AM,267
633,11/20/2012,4:58 PM,Cracticus nigroagularis,4:53 PM,270
634,10/1/2006,9:26 AM,Corvus albus,7:41 PM,274
635,11/2/2002,10:57 PM,Meles meles,1:36 AM,185
636,8/29/2007,9:06 PM,Theropithecus gelada,6:59 PM,275
637,5/26/2015,9:07 AM,Merops nubicus,9:59 AM,298
638,1/17/2005,7:11 PM,Redunca redunca,6:47 PM,155
639,9/24/2004,2:10 AM,Graspus graspus,1:24 AM,165
640,3/27/2013,4:48 PM,Panthera tigris,5:30 PM,211
641,10/22/2003,3:14 AM,Trichosurus vulpecula,4:12 AM,84
642,2/20/2007,6:06 AM,Megaderma spasma,11:20 PM,133
643,3/16/2021,4:56 AM,Paraxerus cepapi,2:54 AM,280
644,1/18/2004,5:33 AM,Felis yagouaroundi,2:12 AM,154
645,12/2/2008,2:47 PM,Acridotheres tristis,3:40 PM,265
646,6/21/2009,7:23 AM,Oryx gazella callotis,4:28 PM,83
647,6/7/2008,9:51 AM,Acrobates pygmaeus,11:36 AM,14
648,8/28/2004,12:18 AM,Cereopsis novaehollandiae,2:52 PM,91
649,1/12/2021,9:14 PM,Chelodina longicollis,7:11 AM,187
650,1/12/2013,12:48 PM,unavailable,12:48 AM,241
651,11/12/2009,8:44 PM,Naja haje,3:04 PM,173
652,10/20/2007,10:24 AM,Hippotragus equinus,11:52 PM,255
653,3/15/2017,8:12 PM,Dasypus septemcincus,10:14 AM,112
654,1/21/2002,7:48 AM,Graspus graspus,5:21 AM,176
655,4/1/2018,6:04 AM,Colaptes campestroides,12:15 AM,298
656,4/28/2006,8:31 AM,Cereopsis novaehollandiae,4:47 AM,34
657,7/20/2003,5:28 PM,Crocodylus niloticus,12:50 PM,264
658,8/4/2010,7:54 AM,Numida meleagris,7:29 PM,75
659,9/15/2010,3:41 PM,Martes americana,8:11 PM,137
660,5/27/2013,4:49 AM,Macropus fuliginosus,3:17 AM,132
661,9/27/2019,7:51 AM,Felis wiedi or Leopardus weidi,12:13 AM,137
662,4/6/2012,11:41 PM,Ursus americanus,4:17 AM,228
663,9/9/2005,7:40 AM,Laniarius ferrugineus,10:30 PM,100
664,9/18/2018,11:29 AM,Grus antigone,3:23 PM,272
665,1/27/2015,10:54 PM,Dicrostonyx groenlandicus,6:39 PM,129
666,10/17/2012,12:33 AM,Phoenicopterus ruber,3:37 AM,202
667,5/12/2004,11:02 PM,Cygnus buccinator,10:45 AM,207
668,9/30/2004,12:48 PM,Varanus sp.,3:12 PM,142
669,11/15/2004,10:32 AM,Sylvilagus floridanus,1:05 PM,87
670,4/24/2016,10:12 AM,Loxodonta africana,9:39 AM,99
671,2/17/2005,1:22 AM,Lamprotornis superbus,3:43 PM,120
672,10/10/2009,9:28 PM,Tetracerus quadricornis,11:12 AM,65
673,3/5/2015,10:12 AM,Aegypius tracheliotus,5:07 AM,295
674,5/15/2009,7:29 PM,Tragelaphus scriptus,6:46 AM,283
675,10/19/2017,11:36 AM,Podargus strigoides,1:29 AM,38
676,1/11/2014,7:42 PM,Anas bahamensis,9:25 PM,175
677,9/25/2018,11:24 PM,Gopherus agassizii,5:48 PM,157
678,7/4/2010,5:41 PM,Dicrostonyx groenlandicus,9:26 PM,133
679,3/12/2015,2:13 AM,Mellivora capensis,11:50 AM,236
680,12/30/2013,8:18 AM,unavailable,5:57 PM,16
681,12/20/2004,12:24 AM,Alouatta seniculus,11:19 AM,152
682,12/27/2002,11:00 AM,Philetairus socius,7:05 PM,259
683,6/2/2007,4:05 PM,Cordylus giganteus,8:49 AM,204
684,8/11/2016,4:14 AM,Chordeiles minor,8:40 AM,33
685,9/10/2014,6:22 PM,Lycaon pictus,8:27 AM,49
686,9/18/2014,11:26 PM,Neotis denhami,10:59 AM,155
687,7/27/2014,10:03 AM,Mirounga angustirostris,11:51 AM,1
688,1/8/2004,7:14 PM,Trachyphonus vaillantii,1:38 AM,246
689,5/8/2013,3:56 PM,Mycteria leucocephala,12:23 PM,197
690,5/30/2013,2:21 AM,Myrmecophaga tridactyla,12:43 PM,166
691,11/28/2016,9:56 AM,Connochaetus taurinus,3:23 PM,137
692,5/22/2006,3:19 PM,Aquila chrysaetos,10:57 PM,35
693,7/8/2010,3:06 AM,Oxybelis sp.,8:45 PM,117
694,11/28/2017,9:01 AM,Hystrix cristata,12:00 AM,154
695,6/6/2010,10:21 PM,Cynictis penicillata,7:12 AM,42
696,10/8/2002,1:22 PM,Macaca nemestrina,9:39 PM,82
697,7/5/2015,6:23 PM,Gerbillus sp.,7:27 AM,262
698,6/17/2006,7:53 AM,Canis aureus,4:38 PM,109
699,10/1/2005,7:25 PM,Felis concolor,2:31 PM,181
700,2/10/2020,3:54 PM,Felis silvestris lybica,6:02 PM,155
701,6/24/2007,1:35 PM,Parus atricapillus,12:07 PM,278
702,11/30/2019,3:15 AM,Corvus brachyrhynchos,12:47 PM,149
703,11/11/2002,9:54 AM,Phoenicopterus ruber,11:49 AM,47
704,10/3/2008,6:11 AM,Turtur chalcospilos,4:43 PM,158
705,1/30/2015,4:45 AM,Felis silvestris lybica,11:04 PM,175
706,10/23/2009,12:10 AM,Diceros bicornis,11:20 AM,298
707,10/8/2006,12:03 AM,Limnocorax flavirostra,2:51 PM,106
708,11/28/2005,5:32 AM,Hymenolaimus malacorhynchus,4:54 PM,227
709,2/2/2010,12:04 AM,Equus burchelli,5:57 AM,45
710,10/15/2003,11:48 AM,Antilocapra americana,8:25 PM,121
711,5/21/2019,10:37 PM,Streptopelia senegalensis,2:11 PM,193
712,4/24/2020,2:48 AM,Vulpes chama,10:31 PM,248
713,9/8/2012,8:14 AM,Alopochen aegyptiacus,2:55 PM,292
714,2/4/2003,1:07 AM,Acrantophis madagascariensis,12:08 PM,259
715,12/31/2011,11:25 AM,Tayassu pecari,10:43 PM,251
716,2/27/2013,2:49 PM,Lama guanicoe,1:57 PM,74
717,12/22/2011,2:11 PM,Columba palumbus,2:09 AM,65
718,12/31/2017,12:38 AM,Ephipplorhynchus senegalensis,10:09 PM,31
719,10/23/2005,5:35 PM,Tockus erythrorhyncus,6:07 PM,151
720,12/7/2012,9:22 AM,Chauna torquata,11:48 AM,186
721,2/14/2007,7:47 AM,Propithecus verreauxi,6:53 PM,19
722,12/31/2006,2:41 AM,Canis lupus,12:56 PM,161
723,4/22/2006,7:37 PM,Hystrix indica,2:12 PM,9
724,11/6/2016,1:18 PM,Phacochoerus aethiopus,4:30 AM,164
725,4/10/2008,4:24 AM,Diomedea irrorata,6:42 AM,117
726,11/6/2010,2:50 PM,Capreolus capreolus,1:32 AM,21
727,1/22/2003,7:33 AM,Sula dactylatra,8:38 AM,189
728,8/19/2003,5:37 AM,Bos taurus,10:53 PM,157
729,9/14/2012,12:16 AM,Uraeginthus granatina,10:51 AM,274
730,10/20/2008,5:18 PM,Uraeginthus granatina,11:09 AM,98
731,8/28/2018,7:12 PM,Panthera leo,9:14 AM,6
732,1/20/2020,2:17 AM,Bucephala clangula,4:58 PM,104
733,2/6/2008,12:11 AM,Fulica cristata,3:59 AM,235
734,8/23/2003,4:47 PM,Ceryle rudis,1:11 AM,83
735,1/31/2011,4:42 AM,Diomedea irrorata,7:12 PM,201
736,8/6/2003,3:22 PM,Francolinus leucoscepus,10:23 AM,172
737,3/2/2003,3:18 PM,Pterocles gutturalis,12:38 AM,267
738,12/19/2002,10:35 PM,Deroptyus accipitrinus,12:29 PM,209
739,7/7/2002,6:31 PM,Spheniscus mendiculus,10:34 PM,114
740,12/11/2007,12:06 PM,Spermophilus armatus,5:26 PM,178
741,11/18/2020,2:51 PM,Canis lupus,12:11 PM,290
742,7/11/2002,2:14 PM,Naja haje,3:31 AM,276
743,4/2/2005,8:22 AM,Cervus canadensis,2:22 AM,39
744,5/16/2006,1:48 AM,Butorides striatus,11:21 PM,262
745,6/28/2012,1:56 AM,Streptopelia senegalensis,12:18 AM,276
746,5/2/2005,5:16 PM,Cebus albifrons,2:40 AM,199
747,12/22/2020,2:42 PM,Connochaetus taurinus,6:43 PM,105
748,9/9/2010,2:46 AM,Anas bahamensis,9:32 AM,130
749,1/7/2007,7:25 PM,Milvus migrans,7:57 PM,286
750,3/15/2005,6:13 AM,Cochlearius cochlearius,5:03 AM,119
751,4/30/2015,7:45 PM,Sarkidornis melanotos,11:08 PM,42
752,11/7/2002,1:12 PM,Manouria emys,5:28 AM,219
753,2/4/2019,9:35 PM,Macropus fuliginosus,4:59 AM,187
754,10/6/2002,7:58 AM,Mazama americana,6:27 AM,267
755,11/10/2015,8:29 PM,Dacelo novaeguineae,5:31 AM,31
756,1/22/2020,3:36 AM,Drymarchon corias couperi,11:07 PM,179
757,6/2/2009,12:13 PM,Francolinus leucoscepus,2:46 AM,220
758,3/3/2011,8:31 PM,Anthropoides paradisea,3:49 AM,272
759,12/5/2007,8:36 AM,Aonyx cinerea,11:02 AM,50
760,7/6/2018,7:22 AM,Felis concolor,7:43 PM,90
761,10/25/2016,11:05 PM,Anthropoides paradisea,8:18 PM,119
762,8/19/2012,10:01 PM,Vulpes chama,7:39 PM,239
763,10/30/2015,8:13 PM,Chlamydosaurus kingii,6:01 AM,86
764,8/4/2002,6:03 AM,Eolophus roseicapillus,9:33 PM,71
765,11/5/2016,2:52 PM,Dendrocygna viduata,7:59 PM,287
766,5/27/2015,4:19 AM,Herpestes javanicus,5:33 PM,143
767,12/23/2008,10:04 PM,Merops sp.,6:52 PM,62
768,4/12/2014,5:16 PM,Centrocercus urophasianus,3:05 AM,20
769,5/19/2013,5:28 AM,Felis libyca,7:34 PM,114
770,7/13/2004,2:23 AM,Limosa haemastica,5:52 PM,13
771,2/19/2015,11:54 AM,unavailable,11:16 AM,119
772,4/16/2007,10:31 PM,Anitibyx armatus,8:57 PM,57
773,1/15/2016,3:55 PM,Manouria emys,2:10 PM,206
774,8/26/2020,6:53 AM,Macropus agilis,5:47 AM,73
775,3/11/2021,3:55 AM,Mazama gouazoubira,12:12 AM,1
776,4/19/2003,10:45 PM,Lamprotornis chalybaeus,4:06 PM,160
777,10/6/2018,2:03 AM,Platalea leucordia,8:56 PM,21
778,3/9/2007,8:22 AM,Felis pardalis,9:53 AM,95
779,12/9/2015,12:29 AM,Herpestes javanicus,4:27 AM,242
780,3/7/2019,4:11 PM,Colaptes campestroides,2:36 AM,288
781,4/4/2017,9:18 AM,Columba palumbus,6:59 AM,90
782,3/14/2013,12:23 AM,Neotis denhami,7:22 AM,208
783,12/16/2004,6:04 PM,Buteo regalis,8:17 PM,138
784,9/20/2012,8:03 PM,Zosterops pallidus,4:55 AM,48
785,7/3/2017,9:18 AM,Acrantophis madagascariensis,1:30 PM,54
786,2/7/2012,7:39 AM,Phoenicopterus chilensis,9:42 PM,300
787,12/20/2015,10:08 AM,Alcelaphus buselaphus cokii,2:53 AM,180
788,5/15/2004,1:34 AM,Aonyx cinerea,3:22 PM,224
789,1/4/2004,9:13 AM,Acanthaster planci,7:28 AM,34
790,2/23/2016,8:40 PM,Papilio canadensis,9:55 PM,188
791,5/5/2013,5:49 AM,Balearica pavonina,1:08 PM,247
792,12/12/2018,4:45 PM,Butorides striatus,8:25 AM,91
793,6/1/2018,11:09 AM,Haematopus ater,11:30 PM,80
794,10/17/2015,8:51 AM,Dendrocygna viduata,10:48 AM,286
795,9/5/2014,10:15 PM,Martes pennanti,7:57 AM,213
